,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.61,0.8,0.9,0.37,0.58
freenet.csv,0.62,0.47,0.78,0.97,0.89
mediaportal.csv,0.56,0.68,0.86,0.68,0.52
onotoa.csv,1.04,0.76,0.59,0.84,0.83
sqlpower-library.csv,0.42,0.88,0.72,1.0,1.0
