,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.83,0.87,0.8,0.7,0.68
freenet.csv,0.8,0.74,0.54,0.89,0.89
mediaportal.csv,0.46,0.33,0.2,0.33,0.55
onotoa.csv,0.57,0.35,0.69,0.19,0.42
sqlpower-library.csv,0.7,0.87,0.8,1.0,1.0
