,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.79,0.68,0.81,0.76,0.25
freenet.csv,0.79,0.78,0.8,0.48,0.19
mediaportal.csv,0.91,0.87,0.75,0.75,0.33
onotoa.csv,0.62,0.63,0.86,0.45,0.14
sqlpower-library.csv,0.86,0.66,0.84,0.5,0.19
