,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.3,0.22,0.57,0.3,0.29,0.97,0.49,0.5
archive-crawler.csv,0.17,0.31,0.64,0.58,0.98,0.58,0.53,0.49
jcae.csv,0.0,0.94,0.06,0.17,0.12,0.09,0.26,0.39
openmalaria.csv,0.28,0.21,0.68,0.98,0.38,0.54,0.58,0.46
popeye-chess.csv,0.22,0.32,0.97,0.64,0.42,0.64,0.64,0.53
rhex.csv,0.96,0.14,0.55,0.09,0.22,0.25,0.3,0.44
rocrail.csv,0.11,0.12,0.44,0.2,0.32,0.64,0.37,0.95
truevision.csv,0.32,0.2,0.69,0.64,0.48,0.33,0.97,0.42
