,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.42,0.78,0.43,0.19,0.26,0.95,0.47,0.68
archive-crawler.csv,0.33,0.56,0.71,0.64,0.96,0.71,0.74,0.91
jcae.csv,0.0,0.89,0.03,0.1,0.09,0.05,0.16,0.36
openmalaria.csv,0.67,0.89,0.66,0.95,0.61,0.84,0.87,0.95
popeye-chess.csv,0.42,0.67,1.0,0.62,0.61,0.61,0.74,0.91
rhex.csv,0.92,0.11,0.4,0.05,0.17,0.15,0.42,0.36
rocrail.csv,0.08,0.11,0.29,0.12,0.26,0.53,0.45,0.91
truevision.csv,0.5,0.89,0.77,0.81,0.74,0.29,0.95,0.68
