,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.24,0.13,0.83,0.67,0.33,0.98,0.5,0.39
archive-crawler.csv,0.11,0.22,0.58,0.53,1.0,0.49,0.41,0.33
jcae.csv,0.0,1.0,1.0,1.0,0.2,0.45,0.75,0.42
openmalaria.csv,0.18,0.12,0.7,1.0,0.27,0.4,0.43,0.3
popeye-chess.csv,0.15,0.21,0.95,0.67,0.33,0.66,0.56,0.37
rhex.csv,1.0,0.2,0.88,0.67,0.29,0.8,0.24,0.57
rocrail.csv,0.14,0.12,1.0,0.62,0.4,0.81,0.31,1.0
truevision.csv,0.24,0.11,0.63,0.53,0.35,0.37,1.0,0.3
