,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.88,0.9,0.88,0.57,0.0,0.92,0.9,0.78
biodwh.csv,0.72,0.8,0.79,0.57,0.78,0.84,0.7,0.0
brlcad.csv,0.25,0.81,0.85,0.78,0.79,0.73,0.95,0.83
critterding.csv,0.84,0.7,0.0,0.53,0.75,0.7,0.5,0.48
jmri.csv,0.82,0.01,0.91,0.61,0.98,0.89,0.94,0.66
nabu-library.csv,0.89,0.91,0.86,0.58,0.62,0.9,0.0,0.9
popeye-chess.csv,0.63,0.62,0.61,0.02,0.54,0.59,0.67,0.73
yarp.csv,0.71,0.8,0.77,0.69,0.7,0.0,1.13,0.7
