,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.05,0.29,0.11,0.12,0.29,0.97,0.29
kftpgrabber.csv,0.29,0.4,0.77,0.97,0.42,0.31,0.49
kindb.csv,0.44,0.49,0.99,0.55,0.48,0.29,0.81
m-a-d-n-e-s-s.csv,0.42,1.0,0.55,0.53,0.35,0.21,0.44
netatalk.csv,0.47,0.56,0.68,0.58,1.0,0.16,0.51
quickfast.csv,0.39,0.47,0.72,0.5,0.46,0.36,1.0
wow-qrsk.csv,0.98,0.29,0.42,0.48,0.21,0.26,0.32
