,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.04,0.4,0.06,0.07,0.36,0.94,0.17
kftpgrabber.csv,0.53,0.36,0.91,0.97,1.0,0.53,0.47
kindb.csv,0.74,0.56,1.0,0.7,0.57,0.35,0.81
m-a-d-n-e-s-s.csv,0.39,1.0,0.38,0.43,0.21,0.18,0.3
netatalk.csv,0.53,0.56,0.56,0.57,1.0,0.18,0.43
quickfast.csv,0.7,0.88,0.76,0.63,0.86,0.76,1.0
wow-qrsk.csv,0.96,0.2,0.26,0.57,0.14,0.29,0.19
