,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.05,0.41,0.07,0.09,0.39,0.95,0.2
kftpgrabber.csv,0.52,0.41,0.0,0.97,0.0,0.53,0.45
kindb.csv,0.72,0.58,0.99,0.67,0.59,0.39,0.79
m-a-d-n-e-s-s.csv,0.44,1.0,0.43,0.48,0.25,0.21,0.35
netatalk.csv,0.57,0.6,0.6,0.61,1.0,0.21,0.46
quickfast.csv,0.66,0.55,0.54,0.61,0.64,0.61,1.0
wow-qrsk.csv,0.97,0.24,0.31,0.58,0.17,0.33,0.23
