,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.49,0.5,0.6,0.15,0.36,0.31,0.5,0.47,0.46,0.47,0.44,0.29,0.48,0.42,0.91,0.5,0.41
apertium.csv,0.73,0.69,0.38,0.72,0.66,0.47,0.62,0.51,0.63,0.75,1.0,0.47,0.53,0.59,0.28,0.11,0.72
beast-mcmc.csv,0.96,0.49,0.28,0.47,0.2,0.35,0.36,0.48,0.45,0.26,0.0,0.14,0.57,0.23,0.46,0.17,0.52
cuberok.csv,0.62,0.52,0.63,0.53,0.69,0.6,0.57,0.88,0.67,0.49,0.45,0.51,0.27,0.56,0.28,0.59,0.72
icescrum.csv,0.66,0.44,0.39,0.36,0.43,0.2,0.5,0.4,0.48,0.73,0.36,0.29,0.64,0.51,0.28,0.06,1.0
ingex.csv,0.34,0.18,0.17,0.25,0.27,0.37,0.31,0.17,0.28,0.4,0.15,0.07,0.98,0.2,0.2,0.17,0.3
jbasic.csv,0.52,0.46,0.42,0.44,0.45,0.36,0.42,0.44,0.51,0.98,0.51,0.43,0.32,0.22,0.37,0.11,0.42
jgnash.csv,0.4,0.25,0.19,0.25,0.11,0.51,0.32,0.06,0.83,0.2,0.24,0.15,0.0,0.23,0.06,0.06,0.52
jrefactory.csv,0.62,0.56,0.97,0.45,0.59,0.59,0.49,0.58,0.52,0.46,0.53,0.46,0.59,0.57,0.7,0.46,0.56
jsecurity.csv,0.46,0.44,0.21,0.96,0.34,0.36,0.43,0.45,0.44,0.5,0.14,0.29,0.7,0.43,0.55,0.48,0.42
libopenmetaverse.csv,0.44,0.51,0.52,0.56,0.48,0.98,0.53,0.54,0.53,0.24,0.54,0.54,0.5,0.46,0.67,0.66,0.5
mobicents.csv,0.57,0.55,0.41,0.54,0.48,0.28,0.98,0.35,0.43,0.39,0.32,0.29,0.66,0.51,0.43,0.35,0.3
opendvr.csv,0.31,0.58,0.6,0.59,0.49,0.52,0.52,0.59,0.65,0.6,0.62,0.22,0.32,0.71,0.41,0.93,0.68
openefm.csv,0.42,0.95,0.28,0.21,0.34,0.37,0.43,0.21,0.36,0.56,0.05,0.22,0.63,0.35,0.18,0.06,0.56
power-architect.csv,0.57,0.59,0.6,0.72,0.67,0.53,0.53,0.58,0.54,0.53,0.62,0.43,0.43,1.0,0.53,0.62,0.33
sidekar.csv,0.67,0.45,0.58,0.66,1.0,0.55,0.64,0.6,0.71,0.36,0.71,0.59,0.55,0.6,0.53,0.4,0.62
yarp0.csv,0.62,0.47,0.43,0.58,0.57,0.36,0.56,0.11,0.45,0.63,0.7,0.95,0.66,0.46,0.36,0.26,0.65
