,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.52,0.16,0.53,0.92,0.44,0.34,0.55,0.56,0.57,0.12,0.16,0.36,0.5,0.41,0.29,0.49
betoffice.csv,0.38,0.28,0.44,0.58,0.61,0.39,0.25,0.98,0.34,0.38,0.51,0.37,0.41,0.4,0.17,0.48
bionote.csv,0.25,0.07,0.12,0.06,0.05,0.05,0.06,0.05,0.24,0.02,0.0,0.11,1.0,0.11,0.17,0.17
bnetd.csv,0.53,0.59,0.44,0.74,0.53,0.51,0.3,0.54,0.55,0.33,0.97,0.35,0.5,0.61,0.45,0.8
emisview.csv,0.02,0.0,0.06,0.21,0.11,0.97,0.09,0.0,0.1,0.0,0.0,0.09,0.15,0.37,0.13,0.0
findbugs.csv,0.4,0.36,0.51,0.21,0.42,0.2,0.28,0.19,0.32,0.31,0.6,0.18,0.53,0.36,0.94,0.17
hazelcast.csv,0.49,0.76,0.71,0.46,1.0,0.09,0.4,0.17,0.44,0.55,0.62,0.0,0.24,0.52,0.0,0.56
jitterbit.csv,0.35,0.56,0.25,0.17,0.38,0.48,0.12,0.05,0.96,0.44,0.46,0.14,0.43,0.52,0.44,0.11
jppf-project.csv,0.48,0.0,0.2,0.0,0.0,0.59,0.0,0.42,0.24,0.0,0.0,1.0,0.61,0.54,0.54,0.37
kolmafia.csv,0.58,0.36,0.24,0.61,0.51,0.63,0.27,0.26,0.52,0.06,0.1,0.54,0.62,0.97,0.55,0.43
megasquirtavr.csv,0.0,0.0,1.0,0.0,0.54,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qedo.csv,0.06,0.29,0.18,0.17,0.09,0.0,0.12,0.0,0.12,0.04,0.18,0.04,0.15,0.0,0.05,0.96
trackit.csv,0.5,0.51,0.4,0.27,0.48,0.3,1.0,0.33,0.36,0.11,0.21,0.45,0.74,0.5,0.35,0.21
wxlua.csv,0.0,0.2,0.57,0.42,0.0,0.57,0.0,0.0,0.09,1.0,0.13,0.0,0.37,0.21,0.17,0.17
x4x.csv,1.0,0.46,0.29,0.61,0.64,0.42,0.55,0.41,0.43,0.56,0.31,0.59,0.39,0.54,0.59,0.51
xharbour.csv,0.0,1.0,0.76,0.63,0.64,0.69,0.51,0.45,0.47,0.41,0.32,0.52,0.29,0.42,0.27,0.46
