,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.77,0.85,0.2,0.95,0.81,0.3,0.65,0.5,0.35,0.9,0.71,0.91,0.13,0.56,0.32,0.08
betoffice.csv,0.71,0.88,0.35,0.38,0.94,0.42,0.53,0.96,0.22,1.0,0.58,0.94,0.14,0.65,0.2,0.12
bionote.csv,1.0,1.0,0.5,0.25,1.0,0.33,1.0,0.67,0.69,1.0,0.0,1.0,1.0,0.8,0.57,0.25
bnetd.csv,0.76,0.85,0.25,0.46,0.93,0.29,0.48,0.61,0.35,0.88,0.97,0.9,0.13,0.61,0.31,0.18
emisview.csv,0.5,0.0,0.25,0.44,1.0,1.0,1.0,0.0,0.42,0.0,0.0,1.0,0.14,0.71,0.33,0.0
findbugs.csv,0.79,0.72,0.19,0.21,0.79,0.29,0.77,0.39,0.35,0.96,0.57,1.0,0.22,0.6,1.0,0.06
hazelcast.csv,0.8,0.89,0.3,0.35,1.0,0.31,0.64,0.49,0.29,0.92,0.58,0.92,0.14,0.59,0.38,0.1
jitterbit.csv,0.7,0.83,0.17,0.23,0.83,0.29,0.67,0.18,1.0,0.9,0.52,0.79,0.43,0.56,0.61,0.02
jppf-project.csv,0.79,0.82,0.19,0.3,0.82,0.35,0.63,0.52,0.2,0.92,0.51,1.0,0.15,0.58,0.41,0.09
kolmafia.csv,0.79,0.88,0.8,0.52,1.0,0.35,0.53,0.5,0.35,0.8,1.0,0.94,0.21,1.0,0.44,0.08
megasquirtavr.csv,0.78,0.82,0.95,0.32,0.87,0.3,0.64,0.51,0.26,0.92,0.53,0.92,0.13,0.55,0.38,0.08
qedo.csv,1.0,0.92,0.21,0.5,1.0,0.0,0.8,0.0,0.3,1.0,0.86,1.0,0.33,0.0,0.5,1.0
trackit.csv,0.8,0.95,0.64,0.29,0.89,0.25,1.0,0.48,0.24,1.0,0.5,0.95,0.29,0.65,0.32,0.03
wxlua.csv,0.77,0.81,0.23,0.34,0.84,0.31,0.63,0.5,0.26,1.0,0.48,0.92,0.12,0.55,0.36,0.08
x4x.csv,1.0,0.82,0.56,0.35,0.87,0.29,0.65,0.49,0.22,0.94,0.48,0.93,0.13,0.58,0.4,0.08
xharbour.csv,0.77,1.0,0.31,0.37,0.88,0.38,0.68,0.5,0.29,0.89,0.51,0.92,0.13,0.57,0.38,0.07
