,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,52.0,2.0,183.0,19.0,84.0,106.0,0.0,59.0,183.0,1.0,6.0,161.0,0.0
columba.csv,3.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0,2.0,1.0,5.0,5.0
encog-cs.csv,5.0,4.0,0.0,2.0,1.0,10.0,20.0,0.0,19.0,50.0,4.0,8.0,0.0,19.0
fido.csv,0.0,52.0,205.0,183.0,1.0,84.0,2.0,0.0,59.0,7.0,0.0,127.0,0.0,56.0
flexpay.csv,2.0,6.0,0.0,14.0,1.0,0.0,9.0,1.0,19.0,2.0,1.0,9.0,2.0,2.0
fluent-nhibernate.csv,0.0,1.0,2.0,0.0,28.0,0.0,16.0,0.0,6.0,3.0,1.0,0.0,0.0,56.0
geochat.csv,3.0,3.0,34.0,0.0,6.0,4.0,106.0,0.0,59.0,2.0,34.0,0.0,0.0,56.0
gpsmid.csv,3.0,6.0,0.0,7.0,2.0,3.0,7.0,0.0,14.0,14.0,5.0,16.0,0.0,5.0
k3d.csv,1.0,0.0,3.0,2.0,13.0,10.0,106.0,0.0,59.0,12.0,4.0,1.0,8.0,56.0
m-a-d-n-e-s-s.csv,0.0,0.0,9.0,0.0,17.0,4.0,106.0,0.0,6.0,22.0,3.0,1.0,2.0,0.0
mob-sen-plat.csv,3.0,1.0,7.0,11.0,2.0,6.0,14.0,1.0,12.0,23.0,8.0,8.0,5.0,21.0
ninject.csv,1.0,1.0,33.0,0.0,31.0,2.0,14.0,0.0,0.0,64.0,5.0,3.0,0.0,3.0
uface.csv,2.0,4.0,0.0,7.0,3.0,4.0,11.0,0.0,21.0,27.0,0.0,11.0,0.0,16.0
v8.csv,6.0,2.0,46.0,15.0,1.0,4.0,14.0,0.0,31.0,22.0,10.0,7.0,10.0,56.0
