,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.93,0.62,0.6,0.54,0.73,0.54,0.77,0.75,0.68
bzbyte.csv,0.0,0.0,0.77,0.02,0.0,1.0,0.71,0.79,0.0
encog-java.csv,0.7,0.04,0.03,0.24,0.27,0.23,0.14,0.11,0.04
galaxium.csv,0.73,0.72,0.37,0.87,0.45,0.85,0.74,0.51,0.4
h2database.csv,0.55,0.7,0.11,0.66,0.22,0.15,0.14,0.28,0.09
haphazard.csv,0.39,0.32,0.69,0.46,0.17,0.69,0.46,0.49,0.26
jaql.csv,0.89,0.74,0.26,0.62,0.44,0.38,0.63,0.35,0.15
raven-monitoring.csv,0.3,0.42,0.71,0.34,0.06,0.85,0.46,0.26,0.21
v8.csv,0.09,0.49,0.74,0.57,0.88,0.54,0.63,0.25,0.83
