,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.23,0.23,0.54,0.53,0.65,0.36,0.47,0.75,0.78
bzbyte.csv,0.0,0.0,0.53,0.04,0.0,0.36,0.51,0.84,0.0
encog-java.csv,0.38,0.06,0.05,0.37,0.38,0.17,0.23,0.18,0.07
galaxium.csv,0.26,0.35,0.43,0.64,0.52,0.42,0.73,0.62,0.56
h2database.csv,0.31,0.42,0.19,0.61,0.34,0.14,0.24,0.41,0.16
haphazard.csv,0.2,0.13,0.62,0.46,0.24,0.47,0.3,0.61,0.41
jaql.csv,0.28,0.3,0.34,0.62,0.5,0.26,0.57,0.5,0.25
raven-monitoring.csv,0.17,0.18,0.64,0.38,0.08,0.38,0.3,0.38,0.35
v8.csv,0.06,0.28,0.5,0.42,0.55,0.26,0.39,0.37,0.9
