,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.84,0.68,0.58,0.56,0.47,0.59,0.64,0.87,0.98
bzbyte.csv,1.0,1.0,0.78,0.98,1.0,0.88,0.53,0.35,1.0
encog-java.csv,0.39,0.96,0.97,0.76,0.74,0.85,0.86,0.9,0.97
galaxium.csv,0.58,0.45,0.67,0.57,0.58,0.56,0.28,0.63,0.62
h2database.csv,0.52,0.38,0.89,0.47,0.79,0.89,0.86,0.77,0.92
haphazard.csv,0.7,0.85,0.47,0.63,0.85,0.44,0.85,0.64,0.8
jaql.csv,0.61,0.53,0.76,0.45,0.61,0.74,0.44,0.67,0.86
raven-monitoring.csv,0.76,0.75,0.45,0.72,0.97,0.67,0.83,0.81,0.79
v8.csv,0.94,0.59,0.87,0.87,0.96,0.78,0.73,0.79,0.19
