,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.02,0.53,0.0,0.55,0.01,0.73,0.57,0.33,0.11,0.0,0.58,0.0,0.48,0.69,0.07
bibletime.csv,0.0,0.71,0.0,0.21,0.0,0.71,0.64,0.37,0.17,0.0,0.65,0.0,0.42,0.73,0.27
boost.csv,0.71,0.41,0.49,0.05,0.58,0.0,0.0,0.54,0.56,0.05,0.0,0.66,0.0,0.0,0.48
doomlegacy.csv,0.0,0.66,0.0,0.63,0.0,0.37,0.67,0.21,0.17,0.0,0.66,0.0,0.43,0.56,0.5
gpac.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kftpgrabber.csv,0.0,0.0,0.0,0.0,0.0,0.82,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0
nativeclient.csv,0.57,0.0,0.0,0.0,0.41,0.0,0.0,0.34,0.67,0.7,0.0,0.07,0.0,0.0,0.67
netatalk.csv,0.0,0.23,0.0,0.49,0.0,0.45,0.74,0.24,0.0,0.33,0.5,0.0,0.65,0.56,0.49
open-ms.csv,0.28,0.0,0.0,0.0,0.23,0.0,0.0,0.55,0.66,0.77,0.0,0.0,0.0,0.0,0.59
openmsx.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.01,0.0,0.0,0.0,0.0,0.0,0.32
rosegarden.csv,0.53,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.39,0.13,0.0,0.01,0.0,0.0,0.0
rsyslog.csv,0.0,0.82,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sandiaportals.csv,0.0,0.0,0.0,0.06,0.0,0.52,0.4,0.0,0.0,0.0,0.55,0.0,0.32,0.9,0.0
xmoto.csv,0.0,0.57,0.0,0.52,0.0,0.64,0.75,0.17,0.0,0.0,0.68,0.0,0.74,0.66,0.02
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.04,0.02,0.38,0.44,0.0,0.26,0.05,0.0
