,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.33,0.62,0.0,0.7,0.5,0.45,0.32,0.36,0.7,0.0,0.9,0.0,0.62,0.82,0.75
bibletime.csv,0.29,0.61,0.54,0.33,0.38,0.42,0.32,0.4,0.75,0.02,0.86,0.2,0.45,0.85,0.6
boost.csv,0.41,0.55,0.66,0.34,0.66,0.33,0.27,0.4,0.76,0.03,0.82,0.25,0.44,0.74,0.61
doomlegacy.csv,0.29,0.71,0.54,0.39,0.38,0.32,0.34,0.41,0.76,0.02,0.86,0.2,0.46,0.77,0.63
gpac.csv,0.29,0.52,0.54,0.34,0.38,0.33,0.27,0.41,0.75,0.02,0.82,0.2,0.45,0.75,0.59
kftpgrabber.csv,0.0,0.52,0.0,0.0,0.0,0.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nativeclient.csv,0.66,0.52,0.0,0.34,0.55,0.33,0.27,0.4,0.8,0.04,0.82,0.45,0.45,0.75,0.67
netatalk.csv,0.29,0.71,0.54,0.36,0.38,0.67,0.71,0.39,0.75,0.03,0.97,0.2,0.79,0.85,0.62
open-ms.csv,0.81,0.52,0.0,0.34,0.64,0.33,0.27,0.41,0.81,0.04,0.82,0.0,0.45,0.75,0.66
openmsx.csv,0.0,0.52,0.0,0.34,0.0,0.33,0.27,0.65,1.0,0.0,0.82,0.0,0.45,0.75,0.76
rosegarden.csv,0.73,0.52,0.0,0.34,0.48,0.33,0.27,0.41,0.76,0.03,0.82,0.5,0.45,0.75,0.59
rsyslog.csv,0.0,0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sandiaportals.csv,0.0,0.52,0.0,1.0,0.0,0.37,0.36,0.0,0.0,0.0,0.86,0.0,0.59,0.93,0.0
xmoto.csv,0.0,0.55,0.0,0.4,0.0,0.38,0.37,0.64,0.0,0.0,0.88,0.0,0.76,0.8,1.0
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.67,0.67,1.0,0.93,0.0,1.0,1.0,0.0
