,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.0,2.0,102.0,1.0,1.0,8.0,1.0,10.0,0.0,119.0,0.0,436.0,1.0,2.0,0.0
bibletime.csv,7.0,1.0,0.0,1.0,1.0,10.0,3.0,2.0,1.0,60.0,0.0,24.0,1.0,2.0,0.0
boost.csv,3.0,2.0,0.0,1.0,0.0,24.0,1.0,1.0,0.0,60.0,0.0,13.0,1.0,4.0,0.0
doomlegacy.csv,7.0,1.0,0.0,2.0,1.0,21.0,0.0,2.0,1.0,60.0,0.0,24.0,1.0,0.0,0.0
gpac.csv,7.0,4.0,0.0,1.0,1.0,24.0,1.0,2.0,1.0,60.0,0.0,24.0,1.0,4.0,0.0
kftpgrabber.csv,360.0,4.0,102.0,111.0,396.0,0.0,0.0,158.0,105.0,119.0,79.0,436.0,79.0,0.0,248.0
nativeclient.csv,0.0,4.0,102.0,1.0,0.0,24.0,1.0,1.0,1.0,24.0,0.0,0.0,1.0,4.0,1.0
netatalk.csv,7.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,49.0,0.0,24.0,1.0,1.0,0.0
open-ms.csv,0.0,4.0,102.0,1.0,3.0,24.0,1.0,6.0,1.0,14.0,0.0,436.0,1.0,4.0,0.0
openmsx.csv,360.0,4.0,102.0,1.0,396.0,24.0,1.0,0.0,0.0,119.0,0.0,436.0,1.0,4.0,1.0
rosegarden.csv,0.0,4.0,102.0,1.0,0.0,24.0,1.0,2.0,0.0,56.0,0.0,0.0,1.0,4.0,0.0
rsyslog.csv,360.0,0.0,102.0,111.0,396.0,0.0,51.0,158.0,105.0,119.0,79.0,436.0,79.0,70.0,248.0
sandiaportals.csv,360.0,4.0,102.0,0.0,396.0,19.0,7.0,158.0,105.0,119.0,1.0,436.0,0.0,1.0,248.0
xmoto.csv,360.0,3.0,102.0,7.0,396.0,7.0,0.0,1.0,105.0,119.0,0.0,436.0,1.0,1.0,0.0
xqilla.csv,360.0,49.0,102.0,111.0,396.0,7.0,51.0,1.0,0.0,0.0,0.0,436.0,0.0,0.0,248.0
