,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.04,0.55,0.0,0.58,0.03,0.58,0.41,0.32,0.16,0.0,0.68,0.0,0.52,0.8,0.11
bibletime.csv,0.44,0.71,0.7,0.49,0.55,0.57,0.44,0.55,0.85,0.05,0.91,0.34,0.59,0.81,0.75
boost.csv,0.53,0.71,0.53,0.51,0.6,0.49,0.42,0.5,0.76,0.05,0.9,0.38,0.61,0.84,0.73
doomlegacy.csv,0.44,0.68,0.7,0.53,0.55,0.47,0.51,0.57,0.86,0.05,0.85,0.34,0.6,0.83,0.76
gpac.csv,0.44,0.68,0.7,0.51,0.55,0.49,0.42,0.58,0.86,0.05,0.9,0.34,0.62,0.85,0.74
kftpgrabber.csv,0.0,0.68,0.0,0.0,0.0,0.79,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0
nativeclient.csv,0.58,0.68,0.0,0.51,0.43,0.49,0.42,0.54,0.81,0.07,0.9,0.1,0.62,0.85,0.71
netatalk.csv,0.44,0.3,0.7,0.41,0.55,0.5,0.71,0.54,0.84,0.05,0.62,0.34,0.69,0.65,0.74
open-ms.csv,0.37,0.68,0.0,0.51,0.3,0.49,0.42,0.51,0.77,0.08,0.9,0.0,0.62,0.85,0.62
openmsx.csv,0.0,0.68,0.0,0.51,0.0,0.49,0.42,0.42,0.02,0.0,0.9,0.0,0.62,0.85,0.41
rosegarden.csv,0.58,0.68,0.0,0.51,0.41,0.49,0.42,0.58,0.82,0.05,0.9,0.02,0.62,0.85,0.74
rsyslog.csv,0.0,0.84,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sandiaportals.csv,0.0,0.68,0.0,0.1,0.0,0.54,0.36,0.0,0.0,0.0,0.67,0.0,0.38,0.93,0.0
xmoto.csv,0.0,0.67,0.0,0.44,0.0,0.5,0.54,0.23,0.0,0.0,0.8,0.0,0.74,0.78,0.04
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.06,0.05,0.5,0.55,0.0,0.36,0.07,0.0
