,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.98,0.6,1.0,0.51,0.99,0.51,0.62,0.79,0.92,1.0,0.54,1.0,0.6,0.55,0.94
bibletime.csv,1.0,0.6,1.0,0.95,1.0,0.62,0.62,0.9,0.96,1.0,0.72,1.0,0.87,0.45,0.93
boost.csv,0.49,0.88,0.62,0.99,0.49,1.0,1.0,0.76,0.77,0.99,1.0,0.63,1.0,1.0,0.84
doomlegacy.csv,1.0,0.45,1.0,0.71,1.0,0.9,0.71,0.95,0.96,1.0,0.66,1.0,0.87,0.78,0.83
gpac.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
kftpgrabber.csv,1.0,1.0,1.0,1.0,1.0,0.23,0.93,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0
nativeclient.csv,0.49,1.0,1.0,1.0,0.67,1.0,1.0,0.91,0.64,0.68,1.0,0.94,1.0,1.0,0.59
netatalk.csv,1.0,0.81,1.0,0.68,1.0,0.61,0.3,0.94,1.0,0.91,0.55,1.0,0.41,0.55,0.84
open-ms.csv,0.76,1.0,1.0,1.0,0.81,1.0,1.0,0.77,0.6,0.6,1.0,1.0,1.0,1.0,0.6
openmsx.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.99,1.0,1.0,1.0,1.0,1.0,0.73
rosegarden.csv,0.53,1.0,1.0,1.0,0.68,1.0,1.0,1.0,0.89,0.97,1.0,0.99,1.0,1.0,1.0
rsyslog.csv,1.0,0.23,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sandiaportals.csv,1.0,1.0,1.0,0.95,1.0,0.82,0.69,1.0,1.0,1.0,0.62,1.0,0.74,0.23,1.0
xmoto.csv,1.0,0.77,1.0,0.64,1.0,0.64,0.63,0.86,1.0,1.0,0.56,1.0,0.33,0.61,0.98
xqilla.csv,1.0,1.0,1.0,1.0,1.0,0.54,1.0,0.97,0.98,0.67,0.62,1.0,0.78,0.96,1.0
