,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.77,0.12,0.84,0.39,0.86,0.47,0.55,0.56,1.0,0.42
gamestone.csv,0.14,0.88,0.11,0.42,0.43,0.0,0.0,0.44,0.23,0.1
gbif-providertoolkit.csv,0.83,0.0,0.61,0.68,0.64,0.57,0.82,0.76,0.54,0.73
heekscad.csv,0.78,0.62,0.61,0.55,0.79,0.47,0.71,0.6,1.0,0.79
igarden.csv,0.53,0.62,0.39,0.68,0.5,0.61,0.47,0.28,1.0,0.52
levent.csv,0.68,0.12,0.05,0.0,0.86,0.71,0.58,0.08,0.0,0.15
owlapi.csv,0.6,0.0,0.41,0.16,0.79,0.71,0.87,0.76,1.0,0.69
pnotepad.csv,0.62,0.88,0.89,1.0,0.86,0.65,0.66,0.64,1.0,0.85
quark.csv,0.35,0.25,0.36,0.06,0.29,0.02,0.03,0.16,0.85,0.23
xcsoar.csv,0.66,0.25,0.73,0.61,0.71,0.37,0.5,0.56,1.0,0.29
