,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.62,0.83,0.82,0.52,0.62,0.4,0.46,0.63,0.88,0.42,0.58,0.41,0.71
aubit4gl.csv,0.74,0.7,0.81,0.51,0.59,0.56,0.5,0.84,0.61,0.6,0.51,0.52,0.75
bionote.csv,0.93,0.8,0.67,0.67,0.75,0.83,0.73,0.94,0.9,0.75,0.86,0.92,0.92
liferea.csv,0.53,0.62,0.4,0.45,0.46,0.82,0.47,0.47,0.88,0.52,0.38,0.66,0.58
opensim4opencog.csv,0.95,0.5,0.0,0.67,0.8,0.75,0.51,0.95,0.0,0.8,0.67,0.73,0.94
pclasses.csv,0.85,0.91,0.0,0.62,0.5,0.0,0.0,0.8,0.0,0.8,0.0,0.97,0.8
plearn.csv,0.74,0.53,0.71,0.45,0.64,0.5,0.4,0.91,0.55,0.38,0.75,0.62,0.71
psrchive.csv,0.93,0.9,0.88,0.0,0.93,0.0,0.93,0.86,0.0,0.8,0.5,0.93,0.0
re2c.csv,0.56,0.44,0.83,0.54,0.49,0.56,0.47,0.87,0.67,0.5,0.6,0.57,0.88
rebecca-aiml.csv,0.83,0.75,0.0,0.93,0.71,0.68,0.4,0.68,0.5,0.77,0.89,0.67,0.73
thrust.csv,0.96,0.78,0.64,0.94,0.74,0.67,0.46,0.8,0.82,0.8,0.93,0.74,0.74
tzod.csv,0.53,0.83,0.72,0.58,0.61,0.79,0.94,0.66,0.8,0.53,0.73,0.92,0.6
yaprm.csv,0.7,0.64,0.79,0.58,0.54,0.5,0.8,0.82,0.93,0.5,0.92,0.8,0.67
