,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.59,0.74,0.29,0.83,0.66,0.7,0.65,0.72,0.95,0.75,0.66,0.99,0.03
aubit4gl.csv,0.81,0.66,0.56,0.69,0.54,0.69,0.09,0.78,0.78,0.76,0.75,0.79,1.0
bionote.csv,0.85,0.91,0.83,0.89,0.86,0.93,0.76,0.87,0.9,0.92,0.12,0.87,0.89
liferea.csv,0.56,0.75,1.11,0.68,0.61,0.15,0.87,0.56,0.89,0.6,0.65,0.59,0.96
opensim4opencog.csv,0.9,0.91,1.0,0.89,0.93,0.93,0.7,0.13,1.0,0.89,0.67,0.71,0.48
pclasses.csv,0.76,0.0,1.0,0.57,1.0,1.0,1.0,0.96,1.0,0.92,1.0,0.89,0.94
plearn.csv,0.27,0.73,0.87,0.73,0.61,0.56,0.83,0.84,0.85,0.84,0.88,0.28,0.87
psrchive.csv,0.88,0.92,0.84,1.0,0.0,1.0,0.82,0.91,0.94,0.92,1.0,0.87,1.0
re2c.csv,0.61,0.65,0.0,0.65,0.57,0.84,0.66,0.83,0.69,0.7,0.92,0.48,0.8
rebecca-aiml.csv,0.72,0.91,0.83,0.88,0.64,0.77,0.74,0.73,0.94,0.73,0.76,0.0,0.53
thrust.csv,0.77,1.05,0.52,0.94,0.61,0.68,0.75,0.86,0.06,0.92,1.04,0.66,0.61
tzod.csv,0.6,0.84,0.74,0.04,0.64,0.73,0.85,0.6,0.82,0.68,0.39,0.86,0.65
yaprm.csv,0.67,0.71,0.24,0.71,0.76,1.0,0.95,0.64,0.74,0.06,0.9,0.89,0.94
