,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,2.0,1.0,0.0,1.0,11.0,4.0,2.0,13.0,1.0,0.0,20.0,3.0,0.0
aubit4gl.csv,3.0,1.0,0.0,11.0,3.0,7.0,0.0,6.0,7.0,0.0,19.0,2.0,131.0
bionote.csv,2.0,3.0,2.0,0.0,2.0,3.0,5.0,4.0,2.0,0.0,0.0,0.0,7.0
liferea.csv,1.0,3.0,56.0,3.0,13.0,0.0,1.0,5.0,1.0,1.0,11.0,1.0,3.0
opensim4opencog.csv,3.0,1.0,56.0,0.0,3.0,3.0,1.0,0.0,63.0,0.0,8.0,0.0,1.0
pclasses.csv,3.0,0.0,56.0,3.0,88.0,56.0,101.0,2.0,63.0,0.0,59.0,17.0,3.0
plearn.csv,0.0,8.0,10.0,3.0,6.0,6.0,2.0,19.0,5.0,0.0,3.0,3.0,3.0
psrchive.csv,5.0,9.0,0.0,74.0,0.0,56.0,1.0,4.0,0.0,0.0,59.0,2.0,131.0
re2c.csv,9.0,6.0,0.0,6.0,3.0,7.0,1.0,9.0,0.0,0.0,9.0,3.0,0.0
rebecca-aiml.csv,6.0,0.0,0.0,1.0,16.0,10.0,2.0,7.0,1.0,0.0,6.0,0.0,3.0
thrust.csv,1.0,66.0,0.0,7.0,4.0,4.0,2.0,6.0,0.0,1.0,59.0,14.0,2.0
tzod.csv,0.0,8.0,12.0,0.0,8.0,5.0,0.0,7.0,0.0,2.0,0.0,21.0,26.0
yaprm.csv,3.0,3.0,0.0,3.0,24.0,56.0,2.0,1.0,0.0,0.0,11.0,1.0,0.0
