,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.5,0.31,0.81,0.45,0.51,0.53,0.64,0.49,0.07,0.57,0.58,0.05,0.98
aubit4gl.csv,0.34,0.54,0.64,0.55,0.67,0.48,0.95,0.34,0.49,0.44,0.54,0.52,0.0
bionote.csv,0.18,0.11,0.2,0.13,0.17,0.1,0.3,0.16,0.14,0.1,0.9,0.16,0.13
liferea.csv,0.56,0.31,0.0,0.46,0.57,0.88,0.38,0.55,0.14,0.5,0.69,0.48,0.17
opensim4opencog.csv,0.12,0.11,0.0,0.13,0.09,0.1,0.41,0.89,0.0,0.13,0.51,0.41,0.58
pclasses.csv,0.29,1.0,0.0,0.52,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.16,0.07
plearn.csv,0.77,0.52,0.2,0.56,0.47,0.61,0.49,0.2,0.46,0.47,0.15,0.83,0.45
psrchive.csv,0.15,0.11,0.2,0.0,1.0,0.0,0.23,0.11,0.07,0.1,0.0,0.16,0.0
re2c.csv,0.52,0.55,1.0,0.47,0.73,0.34,0.59,0.29,0.44,0.5,0.28,0.74,0.24
rebecca-aiml.csv,0.33,0.11,0.2,0.18,0.47,0.35,0.57,0.42,0.07,0.36,0.29,1.0,0.59
thrust.csv,0.28,0.0,0.54,0.13,0.47,0.42,0.48,0.2,0.95,0.1,0.0,0.41,0.45
tzod.csv,0.53,0.21,0.37,0.97,0.47,0.35,0.2,0.54,0.21,0.46,0.66,0.2,0.51
yaprm.csv,0.41,0.4,0.83,0.41,0.39,0.0,0.07,0.44,0.33,0.95,0.14,0.25,0.07
