,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.66,0.26,0.33,0.29,0.59,0.5,0.79,0.51,0.32,0.22,0.93,0.26,0.12,0.35,0.23,0.37,0.47,0.27
fbmanager.csv,0.42,0.0,0.0,0.16,0.06,0.33,0.02,0.0,0.0,0.11,0.0,0.08,0.0,0.0,0.27,0.0,0.0,0.0
freenet.csv,0.71,0.71,0.95,0.87,0.59,0.67,0.36,0.77,0.99,1.0,0.74,0.79,0.88,0.59,0.79,0.88,0.6,0.72
geogebra.csv,0.15,0.14,0.14,0.29,0.41,0.33,0.56,0.41,0.23,0.26,0.07,0.37,0.25,0.43,0.11,0.14,0.23,0.25
google-caja.csv,0.89,0.25,0.86,0.32,0.47,0.5,0.73,0.72,0.74,0.78,0.26,0.68,0.12,0.7,0.44,0.68,0.57,0.57
hibernate.csv,0.42,0.25,0.52,0.23,0.59,0.0,0.2,0.58,0.71,0.22,0.07,0.58,0.19,0.37,0.38,0.42,0.28,0.43
illumination.csv,0.91,0.58,0.81,1.0,0.88,1.0,0.04,0.69,0.0,0.96,0.3,0.95,0.0,0.0,1.0,0.12,0.0,0.0
kindb.csv,0.8,0.19,0.38,0.23,0.41,0.0,0.43,0.44,0.83,0.07,0.15,0.53,0.12,0.58,0.3,0.23,0.7,0.43
officefloor.csv,0.41,0.32,0.05,0.1,0.29,0.0,0.15,0.23,0.26,0.11,0.04,0.24,0.0,0.02,0.23,0.06,0.23,0.2
paintown.csv,0.9,0.21,0.57,0.68,0.94,0.67,0.61,0.68,0.93,1.0,1.0,0.29,0.38,0.74,0.83,0.35,0.86,0.92
poormans.csv,0.2,0.38,0.38,0.42,0.24,0.17,0.26,0.37,0.17,0.56,0.15,0.32,0.12,0.01,0.22,0.42,0.06,0.16
qlc.csv,0.57,0.36,0.24,0.13,0.06,0.33,0.49,0.43,0.4,0.3,0.11,0.37,0.0,0.44,0.3,0.38,0.38,0.15
repositorium.csv,0.19,0.59,0.38,0.58,0.24,0.83,0.56,0.29,0.1,0.07,0.3,0.37,0.0,0.33,0.16,0.14,0.05,0.02
sevenupdate.csv,0.96,0.89,0.81,0.61,1.0,0.0,0.86,0.89,1.0,0.48,0.89,1.0,1.0,1.0,1.0,0.65,0.93,0.85
sqlpower-library.csv,0.49,0.95,0.86,0.97,0.18,1.0,0.66,0.76,0.83,0.89,0.37,0.74,1.0,0.98,0.78,0.95,0.66,0.59
triplea.csv,0.75,0.34,0.24,0.19,0.76,0.17,0.81,0.43,0.71,0.33,0.63,0.37,0.12,0.57,0.83,0.4,0.45,0.4
yarp0.csv,0.56,0.26,0.62,0.74,0.24,0.83,0.76,0.6,0.68,0.26,0.74,0.26,0.31,0.95,0.52,0.6,0.49,0.72
