,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.34,0.44,0.38,0.36,0.33,0.35,0.32,0.37,0.44,0.44,0.34,0.5,0.31,0.41,0.47,0.42,0.38,0.43
fbmanager.csv,0.44,0.0,0.5,0.44,0.39,0.36,0.89,0.0,0.0,0.58,0.0,0.75,0.0,0.0,0.47,0.0,0.0,0.0
freenet.csv,0.4,0.56,0.32,0.5,0.46,0.51,0.43,0.52,0.45,0.32,0.35,0.53,0.71,0.58,0.5,0.39,0.57,0.46
geogebra.csv,0.94,0.51,0.64,0.48,0.37,0.44,0.34,0.42,0.55,0.45,0.67,0.48,0.3,0.4,0.83,0.92,0.54,0.48
google-caja.csv,0.29,0.39,0.27,0.36,0.32,0.33,0.31,0.37,0.39,0.3,0.34,0.33,0.3,0.33,0.36,0.33,0.36,0.38
hibernate.csv,0.49,0.46,0.38,0.46,0.49,0.5,0.47,0.41,0.5,0.47,0.54,0.47,0.42,0.45,0.51,0.55,0.59,0.52
illumination.csv,0.33,0.45,0.32,0.43,0.39,0.44,0.96,0.43,0.0,0.32,0.65,0.38,0.0,0.0,0.45,0.76,0.0,0.0
kindb.csv,0.35,0.48,0.67,0.44,0.62,0.78,0.5,0.37,0.48,0.54,0.85,0.36,0.29,0.34,0.75,0.76,0.52,0.63
officefloor.csv,0.48,0.56,0.8,0.75,0.5,0.67,0.59,0.71,0.53,0.5,0.94,0.6,0.53,0.75,0.5,0.8,0.59,0.68
paintown.csv,0.34,0.44,0.47,0.4,0.41,0.41,0.47,0.47,0.48,0.35,0.37,0.63,0.4,0.35,0.55,0.57,0.5,0.41
poormans.csv,0.81,0.86,0.39,0.94,0.39,0.64,0.39,0.98,0.65,0.33,0.64,0.71,0.67,0.0,0.44,0.63,0.98,0.6
qlc.csv,0.46,0.48,0.5,0.5,0.41,0.45,0.4,0.41,0.62,0.46,0.45,0.5,0.5,0.33,0.6,0.5,0.53,0.78
repositorium.csv,0.95,0.76,0.74,0.7,0.68,0.64,0.64,0.95,0.99,0.5,0.82,0.62,0.0,0.61,0.96,0.93,0.97,0.93
sevenupdate.csv,0.32,0.45,0.34,0.4,0.38,0.59,0.4,0.42,0.45,0.48,0.38,0.39,0.44,0.41,0.45,0.45,0.46,0.45
sqlpower-library.csv,0.5,0.44,0.3,0.43,0.45,0.44,0.38,0.5,0.51,0.34,0.37,0.45,0.44,0.41,0.47,0.34,0.53,0.49
triplea.csv,0.37,0.47,0.43,0.55,0.4,0.6,0.37,0.51,0.57,0.48,0.37,0.5,0.3,0.37,0.47,0.52,0.53,0.47
yarp0.csv,0.46,0.51,0.38,0.39,0.62,0.47,0.42,0.42,0.51,0.8,0.4,0.55,0.41,0.41,0.52,0.37,0.63,0.48
