,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.72,0.59,0.55,0.71,0.69,0.43,0.53,0.62,0.62,0.71,0.27,0.42,0.74,0.4,0.65,0.55,0.64,0.7
fbmanager.csv,0.87,0.0,0.07,0.68,0.53,0.55,0.05,0.07,0.0,0.38,0.0,0.07,0.0,0.0,0.69,0.0,0.0,0.0
freenet.csv,0.67,0.55,0.2,0.4,0.71,0.66,0.73,0.5,0.05,0.0,0.59,0.45,0.31,0.78,0.56,0.39,0.61,0.62
geogebra.csv,0.0,0.45,0.39,0.56,0.61,0.37,0.63,0.65,0.46,0.52,0.37,0.47,0.76,0.55,0.34,0.21,0.46,0.66
google-caja.csv,0.38,0.65,0.39,0.68,0.67,0.58,0.57,0.64,0.62,0.57,0.8,0.65,0.83,0.65,0.77,0.62,0.67,0.72
hibernate.csv,0.87,0.59,0.61,0.65,0.57,0.42,0.57,0.69,0.6,0.52,0.47,0.57,0.82,0.56,0.67,0.38,0.55,0.64
illumination.csv,0.33,0.67,0.47,0.0,0.39,0.0,0.16,0.6,0.0,0.17,0.41,0.21,0.0,0.0,0.0,0.78,0.0,0.0
kindb.csv,0.56,0.54,0.34,0.57,0.44,0.22,0.55,0.64,0.49,0.46,0.32,0.71,0.86,0.69,0.42,0.14,0.59,0.49
officefloor.csv,0.88,0.5,0.15,0.3,0.41,0.22,0.4,0.48,0.65,0.53,0.23,0.42,0.5,0.22,0.72,0.07,0.47,0.48
paintown.csv,0.36,0.71,0.57,0.64,0.24,0.6,0.61,0.61,0.27,0.0,0.0,0.53,0.69,0.61,0.43,0.44,0.42,0.3
poormans.csv,0.0,0.25,0.62,0.18,0.56,0.24,0.56,0.2,0.57,0.74,0.36,0.35,0.04,0.0,0.76,0.49,0.24,0.52
qlc.csv,0.0,0.6,0.56,0.57,0.51,0.41,0.62,0.76,0.56,0.61,0.66,0.41,0.4,0.62,0.61,0.44,0.55,0.4
repositorium.csv,0.0,0.4,0.37,0.44,0.37,0.35,0.46,0.26,0.1,0.0,0.36,0.62,0.0,0.72,0.18,0.33,0.1,0.11
sevenupdate.csv,0.17,0.38,0.53,0.67,0.0,0.8,0.43,0.37,0.0,0.57,0.36,0.0,0.0,0.0,0.0,0.48,0.27,0.44
sqlpower-library.csv,0.84,0.21,0.43,0.13,0.64,0.0,0.66,0.54,0.47,0.36,0.74,0.6,0.0,0.09,0.59,0.21,0.55,0.61
triplea.csv,0.62,0.61,0.73,0.51,0.53,0.33,0.5,0.68,0.57,0.54,0.63,0.41,0.76,0.45,0.48,0.44,0.55,0.66
yarp0.csv,0.8,0.56,0.58,0.61,0.47,0.48,0.52,0.66,0.59,0.34,0.54,0.75,0.53,0.2,0.56,0.71,0.46,0.48
