,f1,g,recall,precision,pf,wins
atomsite.csv,0.56,0.615,0.7949999999999999,0.475,0.66,7
betoffice.csv,0.54,0.405,0.755,0.41500000000000004,0.835,1
bnetd.csv,0.595,0.35,0.9,0.45499999999999996,0.9,2
graphmak.csv,0.5349999999999999,0.495,0.675,0.5,0.585,3
hazelcast.csv,0.56,0.595,0.6799999999999999,0.485,0.485,8
megasquirtavr.csv,0.49,0.39,0.505,0.485,0.645,0
pdfedit.csv,0.485,0.515,0.605,0.46499999999999997,0.4,6
stajistics.csv,0.525,0.41000000000000003,0.71,0.47,0.44499999999999995,5
twostep.csv,0.5800000000000001,0.655,0.75,0.495,0.5449999999999999,9
xharbour.csv,0.605,0.52,0.84,0.5,0.81,4
