,xharbour.csv,graphmak.csv,megasquirtavr.csv,pdfedit.csv,atomsite.csv,hazelcast.csv,betoffice.csv,bnetd.csv,twostep.csv,stajistics.csv
atomsite.csv,0.7,0.09,0.0,0.62,0.61,0.79,0.39,0.69,0.09,0.64
betoffice.csv,0.34,0.19,0.42,0.53,0.38,0.0,0.6,0.44,0.39,0.44
bnetd.csv,0.0,0.33,0.37,0.58,0.45,0.5,0.0,0.65,0.0,0.24
graphmak.csv,0.13,0.73,0.77,0.61,0.52,0.42,0.47,0.13,0.05,0.61
hazelcast.csv,0.62,0.55,0.54,0.58,0.61,0.96,0.53,0.54,0.64,0.72
megasquirtavr.csv,0.37,0.41,0.5,0.53,0.21,0.0,0.49,0.59,0.27,0.32
pdfedit.csv,0.59,0.46,0.62,0.76,0.47,0.32,0.26,0.66,0.56,0.46
stajistics.csv,0.0,0.43,0.0,0.39,0.09,0.77,0.49,0.38,0.78,0.69
twostep.csv,0.66,0.64,0.69,0.63,0.65,0.78,0.47,0.67,0.82,0.64
xharbour.csv,0.8,0.37,0.52,0.09,0.52,0.64,0.52,0.31,0.7,0.43
