,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.65,0.94,0.96,0.78,0.16,0.61
chaperon.csv,0.74,0.78,0.79,0.06,0.99,0.61
mule.csv,0.52,0.98,0.88,0.52,0.59,0.55
nunit.csv,0.63,0.45,0.95,0.62,0.69,0.39
springside.csv,0.63,0.37,0.84,0.77,0.54,0.37
swtfox.csv,0.74,0.9,0.39,0.88,1.13,0.67
