,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.5,0.47,0.48,0.57,0.39,0.54,0.86,0.0
jlinalg.csv,0.47,0.73,0.48,0.4,0.46,0.55,0.49,0.3
jmule.csv,0.39,0.52,0.45,0.48,0.39,0.54,0.62,0.44
knowledge.csv,0.43,0.39,0.46,0.38,0.4,0.48,0.48,0.34
massiv.csv,0.83,0.95,0.63,0.0,0.0,0.95,0.5,0.8
ng4j.csv,0.41,0.88,0.49,0.58,0.42,0.66,0.68,0.83
playerstage.csv,0.41,0.49,0.43,0.52,0.37,0.58,0.62,0.86
superwaba.csv,0.5,0.43,0.42,0.58,0.33,0.5,0.45,0.67
