,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.68,0.59,0.71,0.61,0.86,0.02,0.38,0.0
jlinalg.csv,0.93,0.39,0.59,0.58,0.78,0.03,0.4,0.62
jmule.csv,0.75,0.61,0.69,0.72,0.9,0.02,0.61,0.82
knowledge.csv,0.87,0.57,0.62,0.56,0.91,0.02,0.39,0.62
massiv.csv,0.21,0.43,0.45,0.0,0.0,0.33,0.18,0.28
ng4j.csv,0.74,0.43,0.64,0.67,0.82,0.04,0.67,0.4
playerstage.csv,0.68,0.61,0.7,0.71,0.87,0.02,0.59,0.32
superwaba.csv,0.38,0.63,0.63,0.5,0.71,0.01,0.41,0.39
