,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.0,4.0,1.0,1.0,0.0,87.0,9.0,52.0
jlinalg.csv,0.0,8.0,1.0,1.0,0.0,129.0,1.0,7.0
jmule.csv,0.0,6.0,0.0,1.0,0.0,166.0,4.0,0.0
knowledge.csv,0.0,12.0,1.0,1.0,0.0,183.0,8.0,3.0
massiv.csv,0.0,3.0,1.0,140.0,66.0,1.0,0.0,0.0
ng4j.csv,0.0,1.0,1.0,0.0,0.0,82.0,4.0,0.0
playerstage.csv,0.0,7.0,1.0,0.0,0.0,90.0,7.0,2.0
superwaba.csv,0.0,4.0,0.0,1.0,0.0,164.0,2.0,3.0
