,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.56,0.76,0.74,0.59,0.77,0.5,0.4,0.0
jlinalg.csv,0.88,0.38,0.82,0.83,0.65,1.0,0.75,1.0
jmule.csv,0.62,0.68,0.81,0.78,0.84,0.75,0.7,0.88
knowledge.csv,0.8,0.86,0.81,0.88,0.84,1.0,0.6,0.83
massiv.csv,0.12,0.3,0.35,0.0,0.0,1.0,0.1,0.17
ng4j.csv,0.62,0.32,0.6,0.62,0.69,0.75,0.75,0.25
playerstage.csv,0.54,0.76,0.83,0.72,0.79,0.5,0.8,0.21
superwaba.csv,0.24,0.66,0.6,0.41,0.56,0.25,0.5,0.29
