,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,cortex-vfx.csv,ffigo.csv,mplayer-ce.csv,wikipediardware.csv
cortex-vfx.csv,0.76,0.56,0.52,0.55,0.92,0.64,0.65,0.47,0.54,0.67
empserver.csv,0.53,0.47,0.47,0.72,0.61,0.36,0.45,0.38,0.66,0.78
enlightenment.csv,0.46,0.4,0.42,0.45,0.41,0.39,0.42,0.36,0.37,0.41
ffigo.csv,0.56,0.75,0.76,0.67,0.0,0.92,0.68,0.41,0.81,0.0
ildjit.csv,0.65,0.94,0.99,0.99,0.94,0.8,0.56,0.81,0.48,0.89
jfreereport.csv,0.96,0.91,0.77,0.96,0.8,0.86,0.98,0.64,0.97,0.5
mplayer-ce.csv,0.5,0.48,0.45,0.55,0.47,0.4,0.45,0.41,0.58,0.52
psycle.csv,0.51,0.48,0.42,0.49,0.57,0.42,0.42,0.45,0.42,0.52
wikipediardware.csv,0.44,0.39,0.42,0.41,0.4,0.39,0.41,0.38,0.36,0.47
wxjs.csv,0.94,0.0,0.99,0.75,0.0,0.67,0.0,0.0,0.0,0.0
