,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.56,0.54,0.56,0.2,0.07,0.69,0.05,0.48,0.47,0.73,0.21,0.71,0.45,0.56,0.05,0.14
fleet-simulator.csv,0.13,0.37,0.9,0.0,0.53,0.47,0.59,0.56,0.46,0.45,0.05,0.97,0.59,0.59,0.58,0.41
geogebra.csv,0.53,0.28,0.94,0.09,0.59,0.04,0.74,0.42,0.44,0.59,0.43,0.35,0.4,0.67,0.0,0.4
gtad.csv,0.96,0.17,0.91,0.11,0.54,0.3,0.6,0.45,0.0,0.51,0.15,0.28,0.41,0.39,0.05,0.48
hibernate.csv,0.88,0.17,0.0,0.2,0.52,0.5,0.68,0.48,0.72,0.35,0.48,0.23,0.55,0.58,0.33,0.49
ipfire-wall.csv,0.54,0.26,0.0,0.19,0.87,0.06,0.71,0.48,0.6,0.44,0.18,0.42,0.36,0.51,0.14,0.55
irplus.csv,0.88,0.36,0.89,0.35,0.6,0.52,0.72,0.56,0.77,0.64,0.56,0.5,0.63,0.53,0.49,0.53
mumble.csv,0.55,0.56,0.0,0.23,0.07,0.37,0.74,0.5,0.22,0.31,0.61,0.98,0.49,0.52,0.52,0.36
ondex.csv,0.5,0.04,0.0,0.13,0.71,0.44,0.66,0.4,0.34,0.15,0.58,0.28,0.41,0.48,0.14,0.56
powerfolder.csv,0.54,0.31,0.0,0.15,0.63,0.52,0.71,0.36,0.98,0.47,0.21,0.42,0.46,0.43,0.4,0.57
projectts.csv,0.52,0.63,0.27,0.07,0.56,0.39,0.68,0.44,0.23,0.29,0.43,0.46,0.41,0.37,0.14,0.58
quantlib.csv,0.0,0.0,0.0,0.72,0.0,0.21,0.0,0.05,0.0,0.05,0.0,0.18,0.0,0.0,0.67,0.0
smartgwt.csv,0.45,0.53,0.88,0.71,0.59,0.59,0.67,0.28,0.96,0.74,0.51,0.0,0.5,0.45,0.59,0.54
tweetsharp.csv,0.53,0.58,0.13,0.42,0.45,0.23,0.71,0.48,0.21,0.22,0.55,0.11,0.51,0.43,0.28,0.74
wxlua.csv,0.38,0.52,0.0,0.74,0.51,0.53,0.38,0.19,0.97,0.4,0.37,0.05,0.07,0.21,0.59,0.66
