,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.13,0.69,0.55,0.81,0.48,0.55,0.53,0.49,0.0,0.63,0.73,0.56,0.7,0.06
elateportal.csv,0.11,0.67,0.56,0.77,0.6,0.2,0.55,0.61,0.37,0.41,0.22,0.53,0.37,0.98
gdis.csv,0.6,0.62,0.55,0.68,0.51,0.61,0.5,0.56,0.51,0.61,0.83,0.5,0.7,0.11
gzigzag.csv,0.11,0.53,0.54,0.32,0.61,0.51,0.24,0.48,0.47,0.59,0.33,0.4,0.72,0.54
icescrum.csv,0.68,0.68,0.54,0.38,0.58,0.51,0.19,0.11,0.29,0.62,0.57,0.26,0.7,0.06
jguard.csv,0.2,0.55,0.51,0.52,0.72,0.54,0.59,0.4,0.67,0.29,0.7,0.59,0.5,0.69
jitterbit.csv,0.5,0.7,0.65,0.72,0.52,0.69,0.64,0.22,0.7,0.69,0.67,0.19,0.44,0.29
jython.csv,0.83,0.58,0.44,0.82,0.34,0.56,0.3,0.39,0.33,0.6,0.13,0.5,0.25,0.06
personalaccess.csv,0.71,0.25,0.59,0.04,0.48,0.31,0.5,0.0,0.76,0.15,0.32,0.13,0.59,0.09
ppcboot.csv,0.91,0.21,0.56,0.0,0.37,0.0,0.61,0.36,0.72,0.47,0.3,0.0,0.62,0.0
repositorium.csv,0.17,0.2,0.12,0.0,0.38,0.2,0.09,0.74,0.02,0.0,0.36,0.41,0.19,0.06
unbvision.csv,0.09,0.66,0.43,0.35,0.5,0.78,0.49,0.54,0.54,0.42,0.65,0.3,0.7,0.19
wxstudio.csv,0.19,0.27,0.35,0.27,0.51,0.19,0.38,0.66,0.47,0.0,0.43,0.74,0.25,0.5
xbg.csv,0.46,0.23,0.2,0.12,0.24,0.37,0.63,0.11,0.09,0.85,0.21,0.19,0.19,0.06
