,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.55,0.71,0.98,0.11,0.72,0.85,0.78
firebird.csv,0.6,0.02,0.46,0.51,0.6,0.82,0.53
kmatplot.csv,0.07,0.68,0.7,0.7,0.82,0.9,0.75
mscore.csv,0.76,0.52,0.49,0.5,0.03,0.59,0.75
openmalaria.csv,0.61,0.6,0.52,0.61,0.51,0.02,0.61
popeye-chess.csv,0.53,0.58,0.09,0.58,0.55,0.55,0.71
riff-evolve.csv,0.53,0.55,0.55,0.65,0.58,0.59,0.01
