,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.45,0.63,0.76,0.57,0.38,0.62,0.47,0.38,0.5,0.4,0.31,0.41,0.89,0.94
calcubetimer.csv,0.34,0.5,0.6,0.5,0.35,0.53,0.45,0.95,0.37,0.9,0.44,0.59,0.83,0.51
chaosrts.csv,0.52,0.42,0.47,0.67,0.36,0.4,0.46,0.51,0.42,0.42,0.41,0.48,0.82,0.56
chaperon.csv,0.48,0.67,0.55,0.6,0.52,0.88,0.68,0.5,0.56,0.54,0.86,0.96,0.8,0.64
dxengine.csv,0.88,0.75,0.52,0.65,0.67,0.57,0.95,0.53,0.74,0.83,0.48,0.96,0.49,0.61
emono.csv,0.75,0.49,0.53,0.48,0.46,0.69,0.54,0.43,0.61,0.56,0.38,0.53,0.46,0.61
factor.csv,0.67,0.41,0.71,0.45,0.92,0.8,0.48,0.77,0.48,0.75,0.44,0.8,0.51,0.79
jas.csv,0.72,0.61,0.4,0.6,0.68,0.5,0.78,0.89,0.64,0.78,0.77,0.87,0.46,0.51
jmoney.csv,0.42,0.41,0.37,0.44,0.38,0.5,0.43,0.94,0.46,0.53,0.88,0.41,0.44,0.43
jmonkeyengine.csv,0.57,0.5,0.42,0.51,0.57,0.45,0.9,0.73,0.53,0.53,0.49,0.7,0.44,0.45
matrex.csv,0.48,0.93,0.75,0.59,0.83,0.5,0.64,0.44,0.83,0.93,0.0,0.42,0.67,0.86
primefaces.csv,0.33,0.39,0.4,0.4,0.35,0.42,0.38,0.33,0.41,0.39,0.43,0.38,0.4,0.43
roolo.csv,0.44,0.55,0.46,0.57,0.43,0.5,0.72,0.42,0.76,0.44,0.33,0.39,0.8,0.54
sblim.csv,0.41,0.79,0.47,0.57,0.91,0.45,0.88,0.95,0.45,0.68,0.71,0.51,0.58,0.44
