,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.45,0.3,0.29,0.09,0.25,0.15,0.92,0.47,0.25,0.08,0.61,0.88,0.11,0.75
calcubetimer.csv,0.51,0.18,0.26,0.22,0.27,0.07,1.0,0.67,0.26,0.0,0.56,0.88,0.25,0.63
chaosrts.csv,0.28,0.24,0.32,0.15,0.28,0.03,0.93,0.43,0.42,0.05,0.68,0.96,0.18,0.58
chaperon.csv,0.37,0.67,0.48,0.28,0.3,0.5,0.86,0.5,0.41,0.13,0.71,0.8,0.55,0.71
dxengine.csv,0.35,0.11,0.62,0.26,0.33,0.11,0.82,0.43,0.33,0.02,0.59,0.71,0.74,0.68
emono.csv,0.21,0.17,0.42,0.13,0.25,0.07,0.93,0.49,0.42,0.07,0.58,0.85,0.62,0.74
factor.csv,0.33,0.21,0.26,0.26,0.25,0.0,0.96,0.49,0.28,0.0,0.67,0.8,0.95,0.88
jas.csv,0.12,0.17,0.44,0.27,0.41,0.08,0.78,0.37,0.4,0.3,0.5,0.97,0.7,0.59
jmoney.csv,0.71,0.17,0.47,0.18,0.29,0.14,1.0,0.83,0.38,0.11,0.88,0.94,0.56,0.62
jmonkeyengine.csv,0.2,0.12,0.4,0.3,0.62,0.06,0.8,0.29,0.34,0.04,0.67,0.9,0.73,0.63
matrex.csv,0.61,0.33,1.0,0.48,0.17,0.5,1.0,0.83,0.5,0.21,1.0,0.84,0.67,0.71
primefaces.csv,0.37,0.18,0.35,0.28,0.26,0.12,0.95,0.62,0.34,0.1,0.86,0.91,0.65,0.66
roolo.csv,0.3,0.3,0.41,0.13,0.25,0.1,0.97,0.46,0.71,0.07,0.59,0.89,0.13,0.67
sblim.csv,0.41,0.14,0.57,0.54,0.45,0.1,1.0,0.67,0.2,0.0,0.76,0.92,0.74,0.63
