,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.77,0.73,1.0,0.73,0.52,1.0,1.0,0.93,0.72,0.31,0.83,0.55,0.0,0.85
chrysalis.csv,0.15,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48
etics.csv,0.62,0.59,0.73,0.73,0.24,0.86,0.0,0.71,0.82,0.56,0.67,0.99,0.0,0.41
flexpay.csv,0.92,0.0,0.73,0.55,0.0,1.0,0.0,0.83,0.01,0.5,0.0,0.0,0.0,0.96
ifmo-game-1.csv,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
jcl.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linuxsh.csv,0.15,0.0,0.64,0.0,0.0,0.71,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.41
mvdsv.csv,0.0,0.0,0.0,0.0,0.38,0.0,1.0,0.0,0.0,0.0,0.33,0.0,1.0,0.0
openmeetings.csv,0.92,0.0,0.91,0.55,0.0,1.0,0.0,0.81,0.0,0.19,0.0,0.0,0.0,1.0
plato.csv,0.77,0.23,0.45,0.91,0.0,1.0,0.0,1.0,0.46,1.0,0.0,0.01,0.0,0.89
projecteqemu.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scite-ru.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uclmda.csv,0.92,0.44,1.0,0.77,0.38,1.0,0.33,0.52,0.61,1.0,0.11,1.0,0.0,0.7
vrjuggler.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
