,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.48,0.23,0.96,0.19,0.52,0.9,0.83,0.75,0.68,0.41,0.69,0.67,0.0,0.77
chrysalis.csv,0.02,0.0,0.0,0.0,0.0,0.73,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.07
etics.csv,0.05,0.61,0.33,0.8,0.13,0.6,0.06,0.75,0.73,0.58,0.4,0.67,0.0,0.53
flexpay.csv,0.69,0.0,0.53,0.23,0.0,1.0,0.0,0.75,0.0,0.54,0.0,0.0,0.0,0.98
ifmo-game-1.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
jcl.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linuxsh.csv,0.07,0.0,0.02,0.0,0.0,0.39,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.2
mvdsv.csv,0.0,0.03,0.0,0.0,0.27,0.0,0.03,0.0,0.03,0.0,0.18,0.0,1.0,0.0
openmeetings.csv,0.69,0.0,0.84,0.02,0.0,1.0,0.0,0.88,0.0,0.25,0.0,0.0,0.0,1.0
plato.csv,0.57,0.31,0.55,0.93,0.0,1.0,0.03,0.12,0.34,1.0,0.0,0.33,0.0,0.94
projecteqemu.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scite-ru.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uclmda.csv,0.98,0.47,1.0,0.78,0.5,0.99,0.84,0.5,0.62,1.0,0.16,0.0,0.0,0.46
vrjuggler.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
