,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,9.0,0.0,4.0,8.0,12.0,5.0,23.0,0.0,2.0,10.0,0.0,2.0,115.0,33.0
chrysalis.csv,1.0,203.0,65.0,155.0,72.0,1.0,68.0,49.0,513.0,74.0,80.0,168.0,115.0,2.0
etics.csv,1.0,10.0,3.0,39.0,2.0,5.0,68.0,0.0,1.0,5.0,0.0,0.0,115.0,32.0
flexpay.csv,11.0,203.0,0.0,13.0,72.0,5.0,68.0,0.0,0.0,4.0,80.0,168.0,115.0,42.0
ifmo-game-1.csv,54.0,203.0,65.0,155.0,72.0,0.0,68.0,49.0,513.0,74.0,80.0,168.0,115.0,1.0
jcl.csv,54.0,203.0,65.0,155.0,72.0,83.0,68.0,49.0,513.0,74.0,80.0,168.0,115.0,160.0
linuxsh.csv,0.0,203.0,0.0,155.0,72.0,3.0,68.0,0.0,513.0,74.0,80.0,168.0,115.0,9.0
mvdsv.csv,54.0,203.0,65.0,155.0,6.0,83.0,0.0,49.0,513.0,74.0,1.0,168.0,7.0,160.0
openmeetings.csv,11.0,203.0,3.0,1.0,72.0,5.0,68.0,0.0,513.0,2.0,80.0,168.0,115.0,42.0
plato.csv,10.0,2.0,15.0,43.0,72.0,5.0,68.0,0.0,5.0,14.0,80.0,2.0,115.0,59.0
projecteqemu.csv,54.0,203.0,65.0,155.0,72.0,83.0,68.0,49.0,513.0,74.0,80.0,168.0,115.0,160.0
scite-ru.csv,54.0,203.0,65.0,155.0,72.0,83.0,68.0,49.0,513.0,74.0,80.0,168.0,115.0,160.0
uclmda.csv,0.0,5.0,4.0,30.0,3.0,5.0,24.0,0.0,0.0,14.0,0.0,0.0,115.0,16.0
vrjuggler.csv,54.0,203.0,65.0,155.0,72.0,83.0,68.0,49.0,513.0,74.0,80.0,168.0,115.0,160.0
