,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.49,0.11,0.05,0.0,0.03,0.16,0.43,0.09,0.52,0.5,0.07,0.48,0.35,0.42,0.6,0.34,0.44,0.63,0.09,0.43
alpine.csv,0.02,0.05,0.05,0.12,0.02,0.01,0.06,0.03,0.04,0.05,0.0,0.0,0.0,0.05,0.01,0.02,0.0,0.08,0.06,0.16
enzo.csv,0.82,0.89,0.88,0.73,0.99,0.84,0.97,0.99,0.89,0.74,0.71,0.82,0.77,0.39,0.32,0.81,0.04,0.94,0.53,0.66
flylinkdc.csv,0.08,0.0,0.08,0.29,0.0,0.2,0.14,0.15,0.21,0.05,0.0,0.25,0.08,0.34,0.69,0.25,0.0,0.71,0.12,0.01
fw4spl.csv,0.27,0.33,0.22,0.51,0.0,0.42,0.08,0.0,0.29,0.17,0.71,0.04,0.5,0.08,0.83,0.36,0.72,0.37,0.06,0.4
grisbi.csv,0.53,0.6,0.82,0.6,0.98,0.66,0.86,0.96,0.72,0.6,0.0,0.65,0.57,0.68,0.32,0.59,0.32,0.99,0.5,0.26
jcae.csv,0.0,0.0,0.0,0.01,0.0,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.19,0.0,0.0
jcl.csv,0.1,0.05,0.05,0.1,0.01,0.12,0.0,0.27,0.13,0.17,0.07,0.19,0.16,0.42,0.68,0.4,0.0,0.0,0.16,0.28
libarchive.csv,0.45,0.34,0.45,0.38,0.37,0.47,0.7,0.41,0.52,0.38,0.29,0.38,0.3,0.39,0.2,0.54,0.12,0.88,0.38,0.0
mimosa.csv,0.45,0.39,0.75,0.37,0.99,0.38,0.37,0.36,0.79,0.0,0.07,0.2,0.24,0.13,0.66,0.66,0.72,0.36,0.28,0.84
n2cms.csv,0.06,0.16,0.45,0.04,0.77,0.01,0.32,0.07,0.54,0.45,0.0,0.09,0.0,0.0,0.16,0.14,0.88,0.38,0.03,0.41
nabu-library.csv,0.57,0.61,0.45,0.64,0.0,0.39,0.73,0.57,0.05,0.45,0.07,0.38,0.73,0.5,0.0,0.22,0.76,0.83,0.66,0.19
net-snmp.csv,0.0,0.28,0.25,0.2,0.95,0.34,0.38,0.24,0.41,0.24,0.07,0.25,0.45,0.24,0.17,0.39,0.12,0.36,0.34,0.18
ossbuild.csv,0.27,0.16,0.35,0.19,0.14,0.34,0.1,0.14,0.0,0.14,0.0,0.11,0.36,0.37,0.65,0.11,0.08,0.16,0.06,0.22
quickfast.csv,0.57,0.35,0.48,0.6,0.93,0.43,0.66,0.5,0.74,0.4,0.0,0.36,0.05,0.34,0.22,0.42,0.32,0.8,0.0,0.76
tcvp.csv,0.06,0.05,0.18,0.05,0.0,0.32,0.33,0.04,0.16,0.52,0.07,0.22,0.0,0.03,0.04,0.05,0.0,0.27,0.09,0.03
vdsf.csv,0.88,0.83,0.85,0.97,0.0,0.96,0.92,0.93,0.94,0.95,1.0,0.93,0.85,0.97,0.99,0.85,1.0,0.89,0.94,1.0
virtuoso.csv,0.16,0.85,0.62,0.28,0.84,0.57,0.82,0.46,0.74,0.6,0.43,0.05,0.53,0.0,0.86,0.01,0.16,0.68,0.16,0.65
xbrlapi.csv,0.41,0.61,0.0,0.71,1.0,0.36,0.42,0.29,0.89,0.24,0.43,0.54,0.53,0.32,0.35,0.86,0.48,0.51,0.53,0.91
yarp.csv,0.2,0.12,0.48,0.35,0.11,0.32,0.16,0.2,0.05,0.12,0.21,0.24,0.38,0.0,0.16,0.05,0.12,0.3,0.16,0.06
