,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.64,0.94,0.86,0.97,0.97,0.94,0.58,0.98,0.53,0.83,0.61,0.54,0.53,0.54,0.98,0.48,0.54,0.52,0.92,0.7
alpine.csv,0.5,0.8,0.88,0.95,0.97,0.83,0.8,0.95,0.89,0.75,0.67,0.91,0.0,0.75,0.88,0.75,0.75,0.89,0.67,0.94
enzo.csv,0.38,0.33,0.38,0.38,0.26,0.34,0.29,0.4,0.37,0.34,0.34,0.38,0.35,0.44,0.46,0.34,0.39,0.35,0.33,0.4
flylinkdc.csv,0.92,0.7,0.92,0.6,0.67,0.88,0.92,0.83,0.74,0.67,0.54,0.6,0.88,0.48,0.85,0.48,0.92,0.48,0.7,0.75
fw4spl.csv,0.96,0.97,0.95,0.75,0.91,0.9,0.86,0.98,0.99,0.92,0.95,0.8,0.6,0.83,0.71,0.98,0.97,0.8,0.83,0.98
grisbi.csv,0.38,0.36,0.36,0.44,0.26,0.36,0.29,0.4,0.35,0.38,0.32,0.35,0.43,0.41,0.41,0.34,0.39,0.37,0.35,0.49
jcae.csv,0.0,0.0,0.67,0.67,0.0,0.8,0.89,0.75,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.71,0.0,0.0
jcl.csv,0.89,0.89,0.83,0.97,0.94,0.89,0.0,0.99,0.97,0.89,0.0,0.97,0.92,0.96,0.98,0.87,0.0,0.92,0.92,0.97
libarchive.csv,0.41,0.43,0.45,0.44,0.46,0.49,0.35,0.42,0.4,0.45,0.47,0.44,0.61,0.39,0.51,0.33,0.4,0.36,0.39,0.54
mimosa.csv,0.5,0.57,0.4,0.62,0.26,0.41,0.44,0.71,0.49,0.55,0.82,0.97,0.65,0.83,0.65,0.58,0.57,0.55,0.5,0.51
n2cms.csv,0.83,0.95,0.58,0.94,0.33,0.62,0.59,0.96,0.41,0.5,0.0,0.92,0.0,0.0,0.61,0.9,0.49,0.52,0.88,0.49
nabu-library.csv,0.55,0.49,0.62,0.49,0.75,0.6,0.33,0.41,0.94,0.55,0.42,0.67,0.34,0.44,0.59,0.68,0.77,0.41,0.49,0.94
net-snmp.csv,0.57,0.63,0.58,0.68,0.27,0.52,0.55,0.66,0.55,0.6,0.44,0.74,0.46,0.62,0.51,0.41,0.58,0.42,0.52,0.61
ossbuild.csv,0.63,0.76,0.52,0.83,0.99,0.64,0.92,0.98,0.97,0.79,0.5,0.95,0.52,0.83,0.91,0.97,0.94,0.73,0.9,0.84
quickfast.csv,0.53,0.49,0.39,0.47,0.29,0.41,0.31,0.46,0.45,0.41,0.56,0.53,0.75,0.45,0.48,0.46,0.37,0.37,0.39,0.54
tcvp.csv,0.88,0.86,0.92,0.94,0.0,0.79,0.63,0.92,0.92,0.61,0.75,0.88,0.89,0.67,0.94,0.86,0.92,0.73,0.91,0.86
vdsf.csv,0.46,0.47,0.43,0.41,0.99,0.39,0.33,0.43,0.44,0.39,0.39,0.46,0.42,0.47,0.56,0.45,0.45,0.39,0.43,0.47
virtuoso.csv,0.82,0.39,0.49,0.66,0.31,0.58,0.34,0.51,0.48,0.49,0.53,0.88,0.54,0.0,0.73,0.78,0.47,0.44,0.8,0.51
xbrlapi.csv,0.58,0.41,0.54,0.48,0.26,0.53,0.53,0.72,0.46,0.74,0.42,0.38,0.62,0.72,0.67,0.42,0.9,0.55,0.45,0.45
yarp.csv,0.68,0.85,0.62,0.65,0.99,0.74,0.89,0.88,0.93,0.93,0.6,0.77,0.45,0.7,0.97,0.88,0.71,0.85,0.62,0.88
