,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.43,0.19,0.15,0.91,0.0,0.14,0.46,0.29,0.5,0.06,0.38,0.5,0.47,0.35,0.1,0.61,0.5,0.36,0.23,0.38
alpine.csv,0.02,0.0,0.17,0.25,0.06,0.12,0.0,0.2,0.04,0.06,0.06,0.93,0.0,0.1,0.09,0.02,0.05,0.09,0.02,0.17
enzo.csv,0.51,0.37,0.39,0.61,0.05,0.48,0.13,0.05,0.25,0.63,0.66,0.52,0.57,0.5,0.76,0.54,0.98,0.24,0.78,0.65
flylinkdc.csv,0.24,1.0,0.28,0.49,0.0,0.22,0.13,0.29,0.04,0.04,0.44,0.46,0.26,0.43,0.19,0.49,0.16,0.62,0.39,0.07
fw4spl.csv,0.36,0.17,0.33,0.43,0.06,0.26,0.13,0.93,0.67,0.16,0.19,0.0,0.63,0.15,0.42,0.3,0.22,0.46,0.11,0.32
grisbi.csv,0.64,0.69,0.48,0.6,0.09,0.58,0.45,0.17,0.35,0.66,0.98,0.69,0.53,0.58,0.61,0.67,0.68,0.05,0.69,0.65
jcae.csv,0.0,0.0,0.09,0.0,0.0,0.0,1.0,0.02,0.0,0.06,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.4,0.0,0.0
jcl.csv,0.12,0.13,0.12,0.28,0.07,0.0,0.0,0.2,0.32,0.06,0.0,0.2,0.13,0.31,0.0,0.32,0.01,0.94,0.18,0.35
libarchive.csv,0.56,0.6,0.57,0.61,0.5,0.57,0.64,0.58,0.36,0.67,0.49,0.72,0.13,0.35,0.38,0.64,0.68,0.41,0.62,0.98
mimosa.csv,0.56,0.48,0.54,0.56,0.05,0.55,0.74,0.33,0.55,1.0,0.28,0.46,0.26,0.05,0.41,0.44,0.51,0.69,0.59,0.44
n2cms.csv,0.09,0.19,0.45,0.21,0.58,0.93,0.47,0.07,0.28,0.41,0.0,0.1,0.0,0.05,0.3,0.28,0.38,0.52,0.18,0.62
nabu-library.csv,0.58,0.64,0.29,0.62,0.02,0.5,0.61,0.63,0.26,0.35,0.61,0.52,0.61,0.52,0.99,0.42,0.33,0.47,0.44,0.07
net-snmp.csv,0.98,0.45,0.54,0.46,0.2,0.54,0.36,0.48,0.19,0.43,0.55,0.61,0.64,0.32,0.5,0.6,0.44,0.58,0.46,0.44
ossbuild.csv,0.43,0.53,0.4,0.46,0.28,0.43,0.61,0.23,1.0,0.39,0.04,0.29,0.25,0.39,0.19,0.45,0.17,0.73,0.2,0.37
quickfast.csv,0.58,0.6,0.52,0.6,0.26,0.59,0.72,0.61,0.44,0.58,0.46,0.59,0.0,0.4,0.34,0.53,0.67,0.54,0.98,0.56
tcvp.csv,0.15,0.06,0.14,0.13,0.0,0.33,0.47,0.02,0.07,0.18,0.06,0.2,1.0,0.1,0.16,0.0,0.15,0.4,0.2,0.12
vdsf.csv,0.38,0.39,0.44,0.13,0.9,0.17,0.27,0.26,0.24,0.2,0.0,0.27,0.45,0.13,0.05,0.45,0.0,0.38,0.23,0.0
virtuoso.csv,0.26,0.46,0.55,0.58,0.46,0.48,0.52,0.59,0.57,0.63,0.5,0.1,0.25,0.0,0.34,0.94,0.56,0.67,0.25,0.53
xbrlapi.csv,0.44,0.59,0.98,0.44,0.0,0.45,0.56,0.31,0.37,0.38,0.59,0.71,0.62,0.28,0.57,0.42,0.29,0.24,0.62,0.33
yarp.csv,0.33,0.46,0.34,0.52,0.17,0.33,0.6,0.27,0.15,0.3,0.45,0.46,0.57,0.93,0.17,0.02,0.35,0.24,0.39,0.1
