,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.5,0.27,0.21,0.21,0.2,0.25,0.0,0.25,0.02,0.06,0.71,0.56,0.23,0.4,0.05,0.59,0.5
emeraldemu.csv,0.91,0.68,0.79,1.0,0.2,0.16,0.4,0.69,0.46,0.59,0.65,0.11,0.3,0.02,0.53,0.03,0.75
grafx2.csv,0.81,0.73,0.7,0.75,0.16,0.35,0.53,0.68,0.4,0.5,0.63,0.67,0.68,0.7,0.84,0.71,0.5
jahshakafx.csv,0.83,0.6,0.82,0.42,0.34,0.22,0.47,0.81,0.54,0.47,0.69,0.44,0.62,0.7,0.67,0.71,0.75
kindb.csv,0.76,0.68,0.85,0.79,0.46,0.24,0.6,0.66,0.61,0.84,0.69,0.3,0.56,0.63,0.51,0.82,0.75
maya-work-in-progress.csv,0.97,0.81,0.76,0.62,0.94,0.56,0.87,0.86,0.8,0.84,0.98,0.89,0.76,0.74,0.63,0.74,0.75
novembre.csv,0.65,0.65,0.24,0.33,0.2,0.32,0.67,0.46,0.61,0.44,0.47,0.81,0.16,0.51,0.54,0.74,0.75
ns-3.csv,0.66,0.7,0.82,0.83,0.28,0.65,0.93,0.67,0.54,0.78,0.41,1.0,0.71,0.77,0.74,0.88,0.75
nullc.csv,0.8,1.0,1.0,1.0,0.68,0.51,0.87,0.73,0.59,0.34,0.82,0.37,0.69,0.67,0.72,0.5,1.0
open-beos.csv,0.91,0.79,0.7,0.79,0.48,0.45,0.67,0.84,0.6,0.5,0.41,0.96,0.64,0.95,0.72,1.0,0.75
pixel-commandos.csv,0.04,0.6,0.27,0.54,0.2,0.15,0.27,0.21,0.15,0.06,0.06,0.0,0.2,0.4,0.43,0.32,1.0
planeshift.csv,0.98,0.97,0.88,1.0,0.84,0.66,0.8,0.84,0.85,0.97,0.78,0.96,0.69,0.72,0.87,0.85,0.75
plee-the-bear.csv,0.84,0.42,0.79,0.04,0.56,0.67,0.53,0.66,0.76,0.69,0.63,0.67,0.65,0.67,0.53,0.71,1.0
reaper-ecad.csv,0.5,0.04,0.39,0.58,0.26,0.03,0.0,0.34,0.12,0.03,0.2,0.0,0.29,0.0,0.26,0.21,0.0
sbml.csv,0.76,0.81,0.82,1.0,0.44,0.59,0.73,0.94,0.67,0.91,0.88,0.96,0.81,0.7,0.75,1.0,1.0
unimrcp.csv,0.87,0.76,0.76,0.96,0.48,0.47,0.87,0.7,0.53,0.75,0.8,0.78,0.58,0.44,0.59,0.71,0.75
unladen-swallow.csv,0.18,0.44,0.48,0.08,0.12,0.33,0.53,0.37,0.37,0.41,0.18,0.67,0.37,0.42,0.14,0.41,0.5
