,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,489.0,196.0,99.0,379.0
ngl.csv,191.0,196.0,99.0,382.0
qmmp.csv,95.5,196.0,99.0,278.5
quarkplusplus.csv,96.5,196.0,99.0,188.0
