,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.92,0.8,0.02,0.95,0.63
nabu-library.csv,0.78,0.78,0.66,0.78,0.01
pcgen.csv,0.93,0.05,0.76,0.46,0.88
selenium.csv,0.04,0.64,1.03,0.55,1.0
tolven.csv,0.88,0.63,0.92,0.06,0.94
