,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.16,0.39,0.99,0.13,0.51
nabu-library.csv,0.6,0.47,0.41,0.4,0.99
pcgen.csv,0.12,0.97,0.31,0.56,0.2
selenium.csv,0.97,0.46,0.14,0.48,0.37
tolven.csv,0.21,0.49,0.13,0.96,0.11
