,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,0.0,0.41,0.14,0.28,0.29,0.55,0.36,0.39,0.89,0.43,0.41
bscwweasel.csv,0.01,0.05,0.22,0.2,0.24,0.24,0.46,0.55,0.21,0.35,0.19
capcode.csv,0.0,0.77,0.71,0.66,0.27,0.24,0.36,0.17,0.71,0.48,0.28
lamp.csv,0.9,0.22,0.26,0.61,1.0,0.83,0.97,0.45,0.6,0.46,0.72
nodal.csv,0.0,0.19,0.24,0.58,0.84,0.45,0.03,0.2,0.17,0.58,0.15
pydev.csv,0.62,0.22,0.13,0.62,0.53,0.68,0.23,0.73,0.29,0.3,0.67
retromenu.csv,0.0,0.29,0.03,0.11,0.2,0.28,0.54,0.25,0.3,0.03,0.04
smbopensoft.csv,0.19,0.98,0.9,0.52,0.82,0.39,0.59,0.31,0.25,0.65,0.17
stuproa-cims.csv,0.01,0.01,0.22,0.18,0.51,0.13,0.05,0.17,0.57,0.51,0.5
thout.csv,0.26,0.91,0.21,0.23,0.67,0.92,0.95,0.93,0.94,0.46,0.76
uface.csv,1.0,1.0,0.95,0.56,0.73,0.62,0.95,0.61,0.51,0.43,0.09
