,f1,g,recall,precision,pf,wins
betoffice.csv,0.43,0.36,0.76,0.3,0.84,2
codepurge.csv,0.38,0.49,0.53,0.4,0.39,7
crisscross.csv,0.46,0.35,0.94,0.34,0.9,3
elvishrayrenderer.csv,0.33,0.49,0.54,0.36,0.41,5
gwanted.csv,0.45,0.43,0.38,0.5,0.19,12
jitterbit.csv,0.4,0.55,0.54,0.34,0.35,9
ldview.csv,0.47,0.49,0.54,0.4,0.37,11
libopenmetaverse.csv,0.45,0.24,0.95,0.29,0.94,1
mb-unit.csv,0.3,0.5,0.48,0.43,0.35,6
mvdsv.csv,0.16,0.13,0.11,0.5,0.05,0
nova.csv,0.41,0.52,0.62,0.32,0.63,4
olex2.csv,0.36,0.57,0.54,0.28,0.23,10
tolven.csv,0.41,0.43,0.39,0.45,0.2,8
