,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.69,0.67,0.93,0.94,0.64,0.95,1.0,0.25,0.84,0.46,0.79,0.55,0.76
codepurge.csv,0.0,0.81,0.2,0.69,0.07,0.43,1.0,0.53,0.62,0.25,0.67,0.43,0.71
crisscross.csv,1.0,0.67,0.85,1.0,0.89,0.95,1.0,0.94,0.86,0.57,0.54,1.0,1.0
elvishrayrenderer.csv,0.0,0.48,0.32,0.78,0.13,0.67,1.0,0.25,0.92,0.54,0.5,0.6,0.85
gwanted.csv,0.08,0.57,0.66,0.17,0.24,0.38,0.67,0.73,0.24,0.68,0.33,0.48,0.38
jitterbit.csv,0.0,0.43,0.61,0.5,0.04,0.29,0.67,0.69,0.78,0.54,0.33,0.55,0.65
ldview.csv,0.77,0.33,0.43,0.81,0.49,0.76,1.0,0.58,0.54,0.39,0.12,0.32,0.82
libopenmetaverse.csv,1.0,0.86,0.98,0.58,1.0,0.86,1.0,0.93,0.95,1.0,0.92,1.0,0.71
mb-unit.csv,0.23,0.48,0.7,0.61,0.2,0.14,1.0,0.4,0.86,0.46,0.21,0.62,0.85
mvdsv.csv,0.31,0.0,0.08,0.17,0.16,0.29,1.0,0.15,0.03,0.11,0.0,0.08,0.09
nova.csv,0.85,0.76,0.57,0.44,0.73,0.57,0.0,0.76,0.57,0.61,0.62,0.73,0.68
olex2.csv,0.92,0.62,0.6,0.14,0.29,0.0,0.67,0.17,0.57,0.54,0.17,0.75,0.24
tolven.csv,0.54,0.33,0.32,0.42,0.07,0.33,0.67,0.22,0.73,0.39,0.33,0.72,0.59
