,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.36,0.33,0.03,0.42,0.76
jchassis.csv,0.0,0.0,0.29,0.0,0.0
panda3d.csv,0.39,0.45,0.04,0.46,0.52
scenemonitor.csv,0.7,0.33,0.0,0.55,0.41
xcf.csv,0.75,0.31,0.02,0.74,0.6
