,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.34,0.52,0.57,0.6,0.45
jchassis.csv,0.0,0.0,0.86,0.0,0.0
panda3d.csv,0.46,0.7,0.61,0.85,0.48
scenemonitor.csv,0.5,0.83,0.83,0.82,0.82
xcf.csv,0.88,0.52,0.47,0.43,0.43
