,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.38,0.45,0.41,0.42,0.73
jchassis.csv,0.0,0.0,0.98,0.0,0.0
panda3d.csv,0.53,0.61,0.57,0.22,0.43
scenemonitor.csv,0.72,0.05,0.0,0.22,0.21
xcf.csv,0.35,0.51,0.39,0.79,0.6
