,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,3.0,59.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
gamestone.csv,0.0,1.0,2.0,2.0,10.0,71.0,11.0,0.0,64.0,1.0,1.0,5.0,3.0
gbif-providertoolkit.csv,4.0,59.0,1.0,4.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0
growl-for-windows.csv,0.0,1.0,126.0,102.0,0.0,0.0,0.0,158.0,64.0,57.0,0.0,0.0,113.0
gss.csv,2.0,5.0,3.0,3.0,0.0,3.0,1.0,1.0,17.0,0.0,1.0,0.0,0.0
heekscad.csv,0.0,4.0,0.0,0.0,2.0,4.0,1.0,4.0,9.0,0.0,0.0,1.0,0.0
igarden.csv,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,3.0
levent.csv,0.0,0.0,126.0,102.0,0.0,0.0,0.0,158.0,64.0,57.0,0.0,0.0,113.0
openmsx.csv,5.0,8.0,0.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,9.0
pnotepad.csv,1.0,19.0,0.0,3.0,10.0,0.0,1.0,8.0,17.0,0.0,2.0,4.0,0.0
quark.csv,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0
tango-cs.csv,2.0,14.0,1.0,1.0,2.0,2.0,0.0,0.0,17.0,0.0,3.0,0.0,0.0
xcsoar.csv,1.0,6.0,4.0,4.0,2.0,0.0,1.0,2.0,17.0,0.0,0.0,0.0,0.0
