,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.23,0.51,0.89,0.08,0.41
nabu-library.csv,0.0,0.2,0.57,0.27,0.84
pcgen.csv,0.98,0.71,1.0,1.0,0.93
selenium.csv,0.75,0.35,0.73,0.57,0.38
tolven.csv,0.42,0.69,0.07,0.78,0.1
