,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.37,0.85,1.0,0.96,0.54,0.84,0.91,0.63,0.88,0.92,0.88,0.08,0.86
cuberok.csv,0.9,0.65,0.73,0.88,0.05,0.63,0.42,0.53,0.52,0.65,0.67,0.56,0.85
exist.csv,0.91,0.58,0.26,0.62,0.68,0.68,0.77,0.71,0.03,0.86,0.73,0.55,0.77
google-web-toolkit.csv,0.81,0.44,0.67,0.71,0.57,0.7,0.8,0.54,0.59,0.79,0.01,0.72,0.63
gwanted.csv,1.1,0.92,1.07,0.97,0.91,0.95,0.72,0.11,0.85,1.0,0.75,0.96,0.95
ivatamasks.csv,0.58,0.04,0.7,0.8,0.67,0.6,0.7,0.79,0.55,0.78,0.76,0.55,0.54
ivataopenportal.csv,0.95,0.7,0.55,0.71,0.75,0.03,0.76,0.56,0.67,0.67,0.71,0.77,0.93
jaxen.csv,1.0,0.95,0.0,1.0,1.0,0.99,1.0,0.96,1.0,1.0,0.97,1.0,1.0
rockbox.csv,0.36,0.63,0.78,0.66,0.56,0.65,0.68,0.68,0.62,0.57,0.76,0.59,0.05
rodin-b-sharp.csv,0.54,0.72,1.0,0.93,0.96,0.85,0.02,0.87,0.81,0.84,0.88,0.97,1.0
tcl.csv,0.57,0.85,0.83,0.03,0.89,0.79,0.8,0.8,0.82,0.62,0.82,0.81,0.78
umber.csv,0.0,0.66,1.0,0.72,0.81,0.73,0.93,0.86,0.97,0.76,0.8,0.85,0.9
wheat.csv,1.0,0.66,0.69,1.0,0.66,0.7,0.78,1.0,0.73,0.04,0.69,0.68,0.55
