,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,3.0,1.0,86.0,0.0,0.0,4.0,0.0,17.0,1.0,0.0,1.0,0.0,4.0
cuberok.csv,11.0,1.0,49.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,6.0,1.0
exist.csv,24.0,0.0,5.0,1.0,4.0,3.0,0.0,0.0,0.0,6.0,1.0,4.0,2.0
google-web-toolkit.csv,14.0,0.0,20.0,3.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,22.0,4.0
gwanted.csv,3.0,0.0,65.0,0.0,0.0,0.0,1.0,0.0,6.0,51.0,6.0,1.0,0.0
ivatamasks.csv,2.0,0.0,45.0,0.0,5.0,1.0,0.0,25.0,1.0,1.0,2.0,5.0,3.0
ivataopenportal.csv,0.0,0.0,24.0,6.0,4.0,0.0,1.0,6.0,8.0,0.0,1.0,11.0,13.0
jaxen.csv,73.0,0.0,0.0,78.0,56.0,0.0,316.0,1.0,196.0,51.0,1.0,168.0,50.0
rockbox.csv,11.0,5.0,46.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0
rodin-b-sharp.csv,6.0,0.0,86.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0,8.0,50.0
tcl.csv,16.0,2.0,16.0,0.0,5.0,0.0,1.0,15.0,6.0,0.0,4.0,19.0,7.0
umber.csv,0.0,3.0,86.0,0.0,2.0,0.0,11.0,7.0,0.0,0.0,0.0,24.0,3.0
wheat.csv,17.0,0.0,24.0,78.0,4.0,4.0,0.0,27.0,4.0,0.0,2.0,27.0,8.0
