,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.56,0.67,0.75,0.71,0.01,0.66,0.89,0.63
javagroups.csv,0.52,0.89,0.09,0.63,0.63,0.73,0.78,0.9
jrefactory.csv,0.75,0.91,0.64,0.04,0.53,0.73,0.69,0.8
logicmail.csv,0.0,0.83,0.96,0.81,0.71,0.76,1.0,0.72
nodal.csv,0.61,1.0,0.65,0.81,0.58,0.02,1.0,0.68
soar.csv,0.94,0.77,0.91,0.82,0.92,0.94,0.13,0.71
taverna.csv,0.92,0.07,0.66,0.75,0.85,0.9,0.78,0.74
web-cat.csv,0.97,0.91,0.82,0.74,0.88,0.96,0.88,0.16
